resolve_request,hardness,node_index,node_name,node_counter,node_identifier,blockchain_length,is_pool,number_of_nodes,won
0,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
0,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
0,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
1,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
1,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
1,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
2,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
2,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
2,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
3,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
3,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
3,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
4,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
4,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
4,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
5,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
5,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
5,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
6,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
6,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
6,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
7,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
7,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
7,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
8,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
8,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
8,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
9,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
9,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
9,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
10,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
10,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
10,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
11,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
11,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
11,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
12,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
12,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
12,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
13,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
13,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
13,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
14,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
14,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
14,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
15,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
15,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
15,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
16,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
16,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
16,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
17,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
17,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
17,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
18,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
18,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
18,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
19,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
19,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
19,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
20,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
20,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
20,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
21,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
21,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
21,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
22,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
22,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
22,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
23,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
23,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
23,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
24,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
24,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
24,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
25,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
25,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
25,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
26,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
26,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
26,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
27,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
27,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
27,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
28,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
28,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
28,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
29,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
29,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
29,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
30,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
30,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
30,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
31,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
31,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
31,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
32,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
32,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
32,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
33,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
33,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
33,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
34,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
34,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
34,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
35,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
35,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
35,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
36,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
36,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
36,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
37,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
37,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
37,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
38,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
38,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
38,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
39,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
39,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
39,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
40,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
40,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
40,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
41,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
41,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
41,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
42,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
42,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
42,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
43,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
43,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
43,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
44,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
44,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
44,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
45,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
45,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
45,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
46,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
46,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
46,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
47,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
47,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
47,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
48,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
48,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
48,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
49,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
49,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
49,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
50,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
50,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
50,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
51,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
51,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
51,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
52,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
52,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
52,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
53,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
53,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
53,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
54,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
54,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
54,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
55,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
55,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
55,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
56,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
56,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
56,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
57,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
57,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
57,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
58,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
58,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
58,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
59,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
59,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
59,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
60,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
60,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
60,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
61,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
61,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
61,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
62,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
62,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
62,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
63,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
63,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
63,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
64,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
64,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
64,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
65,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
65,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
65,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
66,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
66,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
66,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
67,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
67,4,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
67,4,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
68,4,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
