mine_request,mined,hardness,node_index,node_name,node_counter,node_identifier,blockchain_length,is_pool,number_of_nodes,mining_time
55,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,50.30559015274048
56,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
56,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,53.035239934921265
56,False,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,2,True,2,-
57,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
57,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,55.275307178497314
57,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,4,True,2,0.7018589973449707
58,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
58,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,55.759835958480835
58,False,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,2,True,2,-
59,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
59,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,56.59831094741821
59,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,56.15156102180481
60,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
60,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,56.98380494117737
60,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,56.71454119682312
61,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
61,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,58.10658526420593
61,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,57.18513202667236
62,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
62,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,58.9105339050293
62,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,58.4806489944458
63,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
63,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,59.15364193916321
63,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,58.98292398452759
64,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
64,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,59.625000953674316
64,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,59.39086389541626
65,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
65,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,59.63226914405823
65,False,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,2,True,2,-
66,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
66,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,60.63204503059387
66,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,60.47294902801514
67,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
67,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,62.502768993377686
67,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,61.62608218193054
68,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
68,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,64.4646360874176
68,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,63.02127122879028
69,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
69,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,65.4029791355133
69,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,64.8331069946289
70,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
70,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,66.22504210472107
70,False,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,2,True,2,-
71,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
71,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,67.57933115959167
71,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,4,True,2,0.5846390724182129
72,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
72,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,67.67419409751892
72,False,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,2,True,2,-
73,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
73,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,69.40934205055237
73,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,68.41267585754395
74,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
